Asset,Timeframe,Strategy_ID,Strategy_Name,Strategies,Trades,Win_Rate,ROI,SL,TP
BTCUSDT,4h,88,Volume_Spike_Pro,"Volume_Spike, EMA_Cross, Stochastic",102,20.59,-2.89,0.01,0.07
XRPUSDT,4h,194,Breakout_Volume_ADX,"Breakout_20, Volume_Spike, ADX_Trend, Supertrend, VWAP",28,21.43,-2.89,0.02,0.12
ETHUSDT,15m,192,RSI_Stochastic_ADX,"RSI_Oversold, Stochastic, ADX_Trend, MACD_Cross",127,14.96,-2.9,0.012,0.08
BNBUSDT,15m,168,BB_Stochastic_ADX,"BB_Lower, Stochastic, ADX_Trend, VWAP",109,16.51,-2.9,0.01,0.07
SOLUSDT,1h,141,EMA_ADX_Pro,"EMA_Cross, ADX_Trend, Volume_Spike",34,20.59,-2.91,0.015,0.09
SOLUSDT,1h,83,ADX_Strength_Pro,"ADX_Trend, EMA_Cross, Volume_Spike",34,20.59,-2.91,0.015,0.09
ETHUSDT,15m,35,RSI_Momentum_Burst,"RSI_Oversold, MACD_Cross, Volume_Spike",125,15.2,-2.91,0.012,0.08
SOLUSDT,1h,109,Volume_EMA_Trade,"Volume_Spike, EMA_Cross, ADX_Trend",34,20.59,-2.91,0.015,0.09
SOLUSDT,1h,57,Volume_Spike_Trend,"Volume_Spike, EMA_Cross, ADX_Trend",34,20.59,-2.91,0.015,0.09
BNBUSDT,15m,157,ADX_BB_Entry,"ADX_Trend, BB_Lower, EMA_Cross",78,17.95,-2.96,0.012,0.08
ETHUSDT,1h,212,RSI_Stochastic_VWAP_ADX,"RSI_Oversold, Stochastic, VWAP, ADX_Trend, MACD_Cross",122,21.31,-2.96,0.015,0.09
XRPUSDT,1h,86,EMA_Convergence_Pro,"EMA_Cross, Trend_MA50, VWAP, MACD_Cross",33,15.15,-2.98,0.012,0.08
ETHUSDT,4h,115,VWAP_EMA_Strength,"VWAP, EMA_Cross, ADX_Trend",150,23.33,-2.98,0.015,0.09
XRPUSDT,1h,27,EMA_Retracement,"EMA_Cross, BB_Lower, RSI_Oversold",66,16.67,-3.03,0.008,0.06
XRPUSDT,1h,76,EMA_Divergence,"EMA_Cross, RSI_Oversold, BB_Lower",66,16.67,-3.03,0.008,0.06
XRPUSDT,1h,182,RSI_Trend_ADX,"RSI_Oversold, Trend_MA50, ADX_Trend, EMA_Cross",39,17.95,-3.03,0.012,0.08
ETHUSDT,1h,122,RSI_Trend_Trade,"RSI_Oversold, Trend_MA50, ADX_Trend",252,19.84,-3.04,0.012,0.08
SOLUSDT,1h,227,Swing_Trade,"EMA_Cross, Trend_MA50, ADX_Trend, Supertrend",33,21.21,-3.07,0.015,0.08
XRPUSDT,1h,102,RSI_Divergence_Pro,"RSI_Oversold, MACD_Cross, BB_Lower",41,17.07,-3.08,0.008,0.06
ETHUSDT,15m,10,Supertrend_Cluster,"Supertrend, ADX_Trend, Trend_MA50",171,15.2,-3.08,0.01,0.07
ETHUSDT,15m,135,Supertrend_RSI,"Supertrend, RSI_Oversold, Trend_MA50",171,15.2,-3.08,0.01,0.07
ETHUSDT,15m,84,VWAP_Cluster,"VWAP, Supertrend, RSI_Oversold",171,15.2,-3.08,0.01,0.07
ETHUSDT,15m,65,Supertrend_Reversal_Pro,"Supertrend, RSI_Oversold, MACD_Cross",171,15.2,-3.08,0.01,0.07
XRPUSDT,1h,132,RSI_BB_Combo,"RSI_Oversold, BB_Lower, MACD_Cross",41,17.07,-3.08,0.008,0.06
ETHUSDT,15m,80,Supertrend_Momentum,"Supertrend, EMA_Cross, MACD_Cross",171,15.2,-3.08,0.01,0.07
BNBUSDT,15m,22,VWAP_Trend_Follow,"VWAP, EMA_Cross, ADX_Trend",78,17.95,-3.08,0.012,0.08
ETHUSDT,15m,112,RSI_MACD_Combo,"RSI_Oversold, MACD_Cross, Supertrend",171,15.2,-3.08,0.01,0.07
ETHUSDT,15m,44,MACD_Zero_Cross,"MACD_Cross, EMA_Cross, Supertrend",171,15.2,-3.08,0.01,0.07
ETHUSDT,15m,103,MACD_Histogram_Pro,"MACD_Cross, Supertrend, Volume_Spike",171,15.2,-3.08,0.01,0.07
ETHUSDT,15m,95,Supertrend_Pro,"Supertrend, RSI_Oversold, Trend_MA50",171,15.2,-3.08,0.01,0.07
ETHUSDT,15m,14,Dual_Confirmation,"MACD_Cross, RSI_Oversold, Supertrend",171,15.2,-3.08,0.01,0.07
XRPUSDT,1h,58,RSI_Bullish_Divergence,"RSI_Oversold, MACD_Cross, BB_Lower",41,17.07,-3.08,0.008,0.06
ETHUSDT,15m,2,MACD_Supertrend_Combo,"MACD_Cross, Supertrend, ADX_Trend",171,15.2,-3.08,0.01,0.07
BNBUSDT,4h,25,Stochastic_Cross_Pro,"Stochastic, MACD_Cross, Trend_MA50",128,22.66,-3.11,0.01,0.07
SOLUSDT,1h,73,Multi_Signal_Entry,"EMA_Cross, RSI_Oversold, MACD_Cross, Supertrend",36,19.44,-3.13,0.012,0.08
SOLUSDT,1h,151,EMA_Pro_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend",36,19.44,-3.13,0.012,0.08
BTCUSDT,4h,178,BB_EMA_VWAP,"BB_Lower, EMA_Cross, VWAP, Trend_MA50",67,19.4,-3.15,0.012,0.08
BNBUSDT,4h,5,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",73,20.55,-3.18,0.015,0.09
BNBUSDT,4h,36,Golden_Cross_Pro,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",73,20.55,-3.18,0.015,0.09
BNBUSDT,4h,185,Supertrend_Multi_Pro,"Supertrend, EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",73,20.55,-3.18,0.015,0.09
BNBUSDT,4h,150,Multi_Trend_Entry,"Trend_MA50, EMA_Cross, MACD_Cross, ADX_Trend",73,20.55,-3.18,0.015,0.09
BTCUSDT,15m,59,Breakout_Cluster,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross",34,14.71,-3.26,0.018,0.1
XRPUSDT,1h,134,Breakout_ADX,"Breakout_20, ADX_Trend, Supertrend",21,19.05,-3.27,0.02,0.12
BNBUSDT,15m,114,Supertrend_ADX,"Supertrend, ADX_Trend, Trend_MA50",78,17.95,-3.27,0.012,0.08
BNBUSDT,15m,54,Supertrend_VWAP_Combo,"Supertrend, VWAP, EMA_Cross",78,17.95,-3.27,0.012,0.08
BNBUSDT,15m,123,MACD_Supertrend,"MACD_Cross, Supertrend, VWAP",78,17.95,-3.27,0.012,0.08
BNBUSDT,15m,40,Supertrend_Cluster_Pro,"Supertrend, EMA_Cross, Volume_Spike",78,17.95,-3.29,0.012,0.08
BNBUSDT,15m,61,EMA_Cross_Trend,"EMA_Cross, ADX_Trend, Supertrend",78,17.95,-3.29,0.012,0.08
BNBUSDT,15m,26,ADX_Strength_Entry,"ADX_Trend, EMA_Cross, Supertrend",78,17.95,-3.29,0.012,0.08
ETHUSDT,4h,8,Momentum_Burst,"EMA_Cross, Volume_Spike, MACD_Cross",140,22.86,-3.35,0.012,0.08
ETHUSDT,4h,70,EMA_Momentum_Entry,"EMA_Cross, MACD_Cross, Volume_Spike",140,22.86,-3.35,0.012,0.08
BNBUSDT,15m,143,MACD_BB_Strategy,"MACD_Cross, BB_Lower, Supertrend",78,17.95,-3.38,0.012,0.08
BNBUSDT,15m,77,MACD_Confirmation,"MACD_Cross, Supertrend, ADX_Trend",78,17.95,-3.38,0.012,0.08
XRPUSDT,1h,87,Breakout_Retest_Pro,"Breakout_20, RSI_Oversold, MACD_Cross",29,20.69,-3.38,0.01,0.07
BNBUSDT,15m,139,Stochastic_MACD,"Stochastic, MACD_Cross, Supertrend",78,17.95,-3.38,0.012,0.08
BTCUSDT,1h,217,ADX_EMA_VWAP_MACD,"ADX_Trend, EMA_Cross, VWAP, MACD_Cross, Supertrend",64,18.75,-3.4,0.018,0.1
BNBUSDT,15m,140,Trend_BB_Trade,"Trend_MA50, BB_Lower, ADX_Trend",69,18.84,-3.41,0.015,0.09
BTCUSDT,4h,172,RSI_BB_VWAP,"RSI_Oversold, BB_Lower, VWAP, Supertrend",89,19.1,-3.45,0.01,0.07
SOLUSDT,1h,60,Consolidation_Break,"Breakout_20, Supertrend, ADX_Trend, Volume_Spike",26,19.23,-3.5,0.02,0.12
SOLUSDT,1h,160,Volume_Break_Pro,"Volume_Spike, Breakout_20, Supertrend, ADX_Trend",26,19.23,-3.5,0.02,0.12
BNBUSDT,1h,204,Breakout_Stochastic_ADX,"Breakout_20, Stochastic, ADX_Trend, Supertrend, EMA_Cross",71,19.72,-3.5,0.02,0.12
XRPUSDT,1h,74,VWAP_Trend_Pro,"VWAP, EMA_Cross, ADX_Trend, Trend_MA50",22,18.18,-3.51,0.015,0.09
ETHUSDT,15m,99,Stochastic_Pro,"Stochastic, MACD_Cross, EMA_Cross",154,14.94,-3.55,0.01,0.07
ETHUSDT,15m,88,Volume_Spike_Pro,"Volume_Spike, EMA_Cross, Stochastic",159,15.09,-3.56,0.01,0.07
ETHUSDT,15m,49,Stochastic_Momentum,"Stochastic, MACD_Cross, ADX_Trend",165,15.15,-3.61,0.01,0.07
BNBUSDT,15m,129,Stochastic_ADX,"Stochastic, ADX_Trend, Supertrend",78,17.95,-3.62,0.012,0.08
XRPUSDT,1h,205,Supertrend_BB_Entry,"Supertrend, BB_Lower, EMA_Cross, MACD_Cross, RSI_Oversold",14,14.29,-3.63,0.012,0.08
ETHUSDT,4h,57,Volume_Spike_Trend,"Volume_Spike, EMA_Cross, ADX_Trend",149,23.49,-3.65,0.015,0.09
XRPUSDT,1h,108,BB_Stochastic_Combo,"BB_Lower, Stochastic, VWAP",57,17.54,-3.65,0.008,0.06
ETHUSDT,4h,109,Volume_EMA_Trade,"Volume_Spike, EMA_Cross, ADX_Trend",149,23.49,-3.65,0.015,0.09
ETHUSDT,4h,83,ADX_Strength_Pro,"ADX_Trend, EMA_Cross, Volume_Spike",149,23.49,-3.65,0.015,0.09
XRPUSDT,1h,45,Support_Resistance_Bounce,"BB_Lower, VWAP, Stochastic",57,17.54,-3.65,0.008,0.06
ETHUSDT,4h,141,EMA_ADX_Pro,"EMA_Cross, ADX_Trend, Volume_Spike",149,23.49,-3.65,0.015,0.09
BTCUSDT,4h,130,Trend_Stochastic,"Trend_MA50, Stochastic, EMA_Cross",85,20,-3.68,0.012,0.08
BNBUSDT,4h,183,MACD_VWAP_Supertrend,"MACD_Cross, VWAP, Supertrend, Volume_Spike",79,21.52,-3.75,0.015,0.09
BNBUSDT,15m,193,MACD_Trend_Strength,"MACD_Cross, Trend_MA50, ADX_Trend, EMA_Cross, Volume_Spike",42,19.05,-3.76,0.018,0.1
BNBUSDT,15m,180,Volume_Trend_ADX,"Volume_Spike, Trend_MA50, ADX_Trend, EMA_Cross, MACD_Cross",42,19.05,-3.76,0.018,0.1
BNBUSDT,15m,191,EMA_BB_ADX,"EMA_Cross, BB_Lower, ADX_Trend, Supertrend",69,18.84,-3.76,0.015,0.09
BNBUSDT,4h,62,RSI_Extreme_Reversal,"RSI_Oversold, Stochastic, BB_Lower, VWAP",74,21.62,-3.83,0.005,0.05
BNBUSDT,1h,42,Dual_Stochastic,"Stochastic, RSI_Oversold, MACD_Cross",195,18.46,-3.85,0.008,0.06
XRPUSDT,1h,119,Breakout_Confirmation,"Breakout_20, Supertrend, MACD_Cross",29,20.69,-3.87,0.018,0.1
XRPUSDT,1h,110,Trend_Break_Pro,"Trend_MA50, Breakout_20, Supertrend",29,20.69,-3.87,0.018,0.1
BNBUSDT,15m,97,ADX_Breakout,"ADX_Trend, Breakout_20, EMA_Cross",69,18.84,-3.88,0.015,0.09
BNBUSDT,15m,43,Channel_Trend_Follow,"Breakout_20, EMA_Cross, ADX_Trend",69,18.84,-3.88,0.015,0.09
BNBUSDT,1h,229,Momentum_Trade,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross",66,18.18,-3.91,0.015,0.09
BNBUSDT,15m,170,Trend_Strength_Entry,"Trend_MA50, EMA_Cross, ADX_Trend, Supertrend",69,18.84,-3.91,0.015,0.09
XRPUSDT,1h,218,BB_Stochastic_ADX_Trend,"BB_Lower, Stochastic, ADX_Trend, Trend_MA50, EMA_Cross",23,17.39,-3.94,0.015,0.09
BNBUSDT,15m,153,MACD_Trend_Follow,"MACD_Cross, ADX_Trend, Trend_MA50",69,18.84,-3.98,0.015,0.09
BNBUSDT,1h,178,BB_EMA_VWAP,"BB_Lower, EMA_Cross, VWAP, Trend_MA50",135,18.52,-4,0.012,0.08
ETHUSDT,1h,157,ADX_BB_Entry,"ADX_Trend, BB_Lower, EMA_Cross",257,19.84,-4,0.012,0.08
XRPUSDT,4h,228,Day_Trade,"MACD_Cross, Volume_Spike, VWAP",66,25.76,-4.01,0.008,0.05
XRPUSDT,1h,220,Ultimate_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP, Trend_MA50, Volume_Spike",13,15.38,-4.01,0.025,0.15
SOLUSDT,1h,39,ADX_Volatility_Trade,"ADX_Trend, BB_Lower, RSI_Oversold",56,19.64,-4.08,0.01,0.07
SOLUSDT,1h,169,Volume_EMA_ADX,"Volume_Spike, EMA_Cross, ADX_Trend, Trend_MA50",31,19.35,-4.08,0.015,0.09
SOLUSDT,1h,127,ADX_BB_Combo,"ADX_Trend, BB_Lower, RSI_Oversold",56,19.64,-4.08,0.01,0.07
BNBUSDT,15m,89,MACD_ADX_Combo,"MACD_Cross, ADX_Trend, Supertrend, Trend_MA50",69,18.84,-4.09,0.015,0.09
BNBUSDT,15m,163,MACD_Supertrend_ADX,"MACD_Cross, Supertrend, ADX_Trend, Trend_MA50",69,18.84,-4.09,0.015,0.09
BNBUSDT,15m,137,ADX_EMA_Trade,"ADX_Trend, EMA_Cross, MACD_Cross",69,18.84,-4.09,0.015,0.09
ETHUSDT,4h,155,Supertrend_ADX_Pro,"Supertrend, ADX_Trend, EMA_Cross, Volume_Spike",146,23.29,-4.13,0.015,0.09
SOLUSDT,1h,70,EMA_Momentum_Entry,"EMA_Cross, MACD_Cross, Volume_Spike",39,17.95,-4.14,0.012,0.08
SOLUSDT,1h,183,MACD_VWAP_Supertrend,"MACD_Cross, VWAP, Supertrend, Volume_Spike",37,18.92,-4.14,0.015,0.09
SOLUSDT,1h,125,Supertrend_Volume,"Supertrend, Volume_Spike, EMA_Cross",34,20.59,-4.14,0.015,0.09
SOLUSDT,1h,105,Supertrend_Alpha,"Supertrend, EMA_Cross, ADX_Trend",34,20.59,-4.14,0.015,0.09
XRPUSDT,1h,226,Quick_Profit,"RSI_Oversold, Stochastic, BB_Lower",53,20.75,-4.14,0.005,0.035
SOLUSDT,1h,8,Momentum_Burst,"EMA_Cross, Volume_Spike, MACD_Cross",39,17.95,-4.14,0.012,0.08
SOLUSDT,1h,126,VWAP_ADX_Trade,"VWAP, ADX_Trend, MACD_Cross",36,19.44,-4.15,0.015,0.09
SOLUSDT,1h,115,VWAP_EMA_Strength,"VWAP, EMA_Cross, ADX_Trend",36,19.44,-4.15,0.015,0.09
SOLUSDT,1h,156,VWAP_Trend_Strength,"VWAP, Trend_MA50, ADX_Trend",36,19.44,-4.15,0.015,0.09
BNBUSDT,4h,49,Stochastic_Momentum,"Stochastic, MACD_Cross, ADX_Trend",138,23.19,-4.3,0.01,0.07
BNBUSDT,15m,23,Multi_Timeframe_Entry,"EMA_Cross, MACD_Cross, Supertrend, ADX_Trend",69,18.84,-4.33,0.015,0.09
BNBUSDT,1h,112,RSI_MACD_Combo,"RSI_Oversold, MACD_Cross, Supertrend",209,19.14,-4.34,0.01,0.07
BNBUSDT,1h,65,Supertrend_Reversal_Pro,"Supertrend, RSI_Oversold, MACD_Cross",209,19.14,-4.34,0.01,0.07
BNBUSDT,1h,95,Supertrend_Pro,"Supertrend, RSI_Oversold, Trend_MA50",209,19.14,-4.34,0.01,0.07
BNBUSDT,1h,80,Supertrend_Momentum,"Supertrend, EMA_Cross, MACD_Cross",209,19.14,-4.34,0.01,0.07
BNBUSDT,1h,135,Supertrend_RSI,"Supertrend, RSI_Oversold, Trend_MA50",209,19.14,-4.34,0.01,0.07
BNBUSDT,1h,84,VWAP_Cluster,"VWAP, Supertrend, RSI_Oversold",209,19.14,-4.34,0.01,0.07
BNBUSDT,1h,14,Dual_Confirmation,"MACD_Cross, RSI_Oversold, Supertrend",209,19.14,-4.34,0.01,0.07
BNBUSDT,1h,10,Supertrend_Cluster,"Supertrend, ADX_Trend, Trend_MA50",209,19.14,-4.34,0.01,0.07
BNBUSDT,1h,2,MACD_Supertrend_Combo,"MACD_Cross, Supertrend, ADX_Trend",209,19.14,-4.34,0.01,0.07
BNBUSDT,1h,44,MACD_Zero_Cross,"MACD_Cross, EMA_Cross, Supertrend",209,19.14,-4.34,0.01,0.07
BNBUSDT,1h,103,MACD_Histogram_Pro,"MACD_Cross, Supertrend, Volume_Spike",209,19.14,-4.34,0.01,0.07
SOLUSDT,1h,172,RSI_BB_VWAP,"RSI_Oversold, BB_Lower, VWAP, Supertrend",55,20,-4.4,0.01,0.07
BNBUSDT,15m,110,Trend_Break_Pro,"Trend_MA50, Breakout_20, Supertrend",61,19.67,-4.42,0.018,0.1
BNBUSDT,4h,177,ADX_Stochastic_BB,"ADX_Trend, Stochastic, BB_Lower, RSI_Oversold",70,24.29,-4.5,0.01,0.07
SOLUSDT,1h,14,Dual_Confirmation,"MACD_Cross, RSI_Oversold, Supertrend",61,19.67,-4.52,0.01,0.07
SOLUSDT,1h,65,Supertrend_Reversal_Pro,"Supertrend, RSI_Oversold, MACD_Cross",61,19.67,-4.52,0.01,0.07
SOLUSDT,1h,44,MACD_Zero_Cross,"MACD_Cross, EMA_Cross, Supertrend",61,19.67,-4.52,0.01,0.07
SOLUSDT,1h,10,Supertrend_Cluster,"Supertrend, ADX_Trend, Trend_MA50",61,19.67,-4.52,0.01,0.07
SOLUSDT,1h,103,MACD_Histogram_Pro,"MACD_Cross, Supertrend, Volume_Spike",61,19.67,-4.52,0.01,0.07
BTCUSDT,1h,154,Breakout_VWAP,"Breakout_20, VWAP, Volume_Spike, MACD_Cross",38,18.42,-4.52,0.018,0.1
SOLUSDT,1h,2,MACD_Supertrend_Combo,"MACD_Cross, Supertrend, ADX_Trend",61,19.67,-4.52,0.01,0.07
SOLUSDT,1h,135,Supertrend_RSI,"Supertrend, RSI_Oversold, Trend_MA50",61,19.67,-4.52,0.01,0.07
SOLUSDT,1h,80,Supertrend_Momentum,"Supertrend, EMA_Cross, MACD_Cross",61,19.67,-4.52,0.01,0.07
SOLUSDT,1h,112,RSI_MACD_Combo,"RSI_Oversold, MACD_Cross, Supertrend",61,19.67,-4.52,0.01,0.07
SOLUSDT,1h,95,Supertrend_Pro,"Supertrend, RSI_Oversold, Trend_MA50",61,19.67,-4.52,0.01,0.07
BTCUSDT,1h,203,MACD_VWAP_Breakout,"MACD_Cross, VWAP, Breakout_20, Volume_Spike",38,18.42,-4.52,0.018,0.1
BNBUSDT,15m,119,Breakout_Confirmation,"Breakout_20, Supertrend, MACD_Cross",61,19.67,-4.53,0.018,0.1
XRPUSDT,1h,24,Volume_Surge_Entry,"Volume_Spike, EMA_Cross, RSI_Oversold",57,17.54,-4.55,0.008,0.06
BNBUSDT,4h,122,RSI_Trend_Trade,"RSI_Oversold, Trend_MA50, ADX_Trend",107,22.43,-4.57,0.012,0.08
BNBUSDT,4h,134,Breakout_ADX,"Breakout_20, ADX_Trend, Supertrend",63,22.22,-4.57,0.02,0.12
BNBUSDT,1h,169,Volume_EMA_ADX,"Volume_Spike, EMA_Cross, ADX_Trend, Trend_MA50",117,18.8,-4.6,0.015,0.09
BTCUSDT,15m,176,VWAP_Momentum_Pro,"VWAP, EMA_Cross, MACD_Cross, Volume_Spike",39,12.82,-4.62,0.015,0.09
BNBUSDT,4h,3,Volume_Breakout_Pro,"Volume_Spike, Breakout_20, VWAP",89,22.47,-4.64,0.012,0.08
BNBUSDT,15m,55,Double_Bottom_Formation,"BB_Lower, RSI_Oversold, Stochastic, VWAP",125,17.6,-4.66,0.008,0.06
BNBUSDT,15m,148,BB_Stochastic_Trade,"BB_Lower, Stochastic, RSI_Oversold, VWAP",125,17.6,-4.66,0.008,0.06
BNBUSDT,15m,37,Oversold_Recovery,"RSI_Oversold, Stochastic, BB_Lower, VWAP",125,17.6,-4.66,0.008,0.06
BNBUSDT,15m,7,Mean_Reversion_Pro,"BB_Lower, RSI_Oversold, Stochastic, VWAP",125,17.6,-4.66,0.008,0.06
BNBUSDT,15m,152,RSI_Confirmation,"RSI_Oversold, Stochastic, BB_Lower, VWAP",125,17.6,-4.66,0.008,0.06
ETHUSDT,1h,34,EMA_Convergence,"EMA_Cross, Trend_MA50, VWAP",263,19.01,-4.68,0.01,0.07
XRPUSDT,1h,121,EMA_Breakout_Pro,"EMA_Cross, Breakout_20, Volume_Spike",20,20,-4.7,0.018,0.1
BNBUSDT,4h,228,Day_Trade,"MACD_Cross, Volume_Spike, VWAP",169,23.67,-4.7,0.008,0.05
XRPUSDT,1h,113,Breakout_Volume_Pro,"Breakout_20, Volume_Spike, EMA_Cross",20,20,-4.7,0.018,0.1
XRPUSDT,1h,202,RSI_BB_MACD_Stochastic,"RSI_Oversold, BB_Lower, MACD_Cross, Stochastic",20,20,-4.71,0.01,0.07
BNBUSDT,15m,33,Trend_Line_Break,"Breakout_20, Supertrend, ADX_Trend",61,19.67,-4.77,0.018,0.1
BNBUSDT,15m,94,Breakout_Alert,"Breakout_20, Supertrend, Volume_Spike",61,19.67,-4.77,0.018,0.1
BTCUSDT,1h,150,Multi_Trend_Entry,"Trend_MA50, EMA_Cross, MACD_Cross, ADX_Trend",70,18.57,-4.81,0.015,0.09
BTCUSDT,1h,5,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",70,18.57,-4.81,0.015,0.09
BTCUSDT,1h,36,Golden_Cross_Pro,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",70,18.57,-4.81,0.015,0.09
BTCUSDT,4h,168,BB_Stochastic_ADX,"BB_Lower, Stochastic, ADX_Trend, VWAP",81,19.75,-4.81,0.01,0.07
BTCUSDT,1h,185,Supertrend_Multi_Pro,"Supertrend, EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",70,18.57,-4.81,0.015,0.09
ETHUSDT,15m,25,Stochastic_Cross_Pro,"Stochastic, MACD_Cross, Trend_MA50",153,15.03,-4.84,0.01,0.07
BNBUSDT,15m,176,VWAP_Momentum_Pro,"VWAP, EMA_Cross, MACD_Cross, Volume_Spike",57,19.3,-4.88,0.015,0.09
BNBUSDT,1h,88,Volume_Spike_Pro,"Volume_Spike, EMA_Cross, Stochastic",196,18.37,-4.93,0.01,0.07
BNBUSDT,4h,90,Max_Agreement,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP",42,21.43,-4.94,0.025,0.15
BNBUSDT,15m,135,Supertrend_RSI,"Supertrend, RSI_Oversold, Trend_MA50",114,15.79,-4.95,0.01,0.07
BNBUSDT,15m,84,VWAP_Cluster,"VWAP, Supertrend, RSI_Oversold",114,15.79,-4.95,0.01,0.07
BNBUSDT,15m,10,Supertrend_Cluster,"Supertrend, ADX_Trend, Trend_MA50",114,15.79,-4.95,0.01,0.07
BNBUSDT,15m,95,Supertrend_Pro,"Supertrend, RSI_Oversold, Trend_MA50",114,15.79,-4.95,0.01,0.07
BTCUSDT,4h,218,BB_Stochastic_ADX_Trend,"BB_Lower, Stochastic, ADX_Trend, Trend_MA50, EMA_Cross",55,20,-4.98,0.015,0.09
SOLUSDT,1h,133,MACD_Volume,"MACD_Cross, Volume_Spike, ADX_Trend",35,20,-5,0.015,0.09
SOLUSDT,1h,116,ADX_Volume_Trade,"ADX_Trend, Volume_Spike, MACD_Cross",35,20,-5,0.015,0.09
BNBUSDT,1h,200,Volume_All_Confirm,"Volume_Spike, EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP",61,18.03,-5.03,0.02,0.12
BNBUSDT,15m,103,MACD_Histogram_Pro,"MACD_Cross, Supertrend, Volume_Spike",114,15.79,-5.06,0.01,0.07
BNBUSDT,15m,65,Supertrend_Reversal_Pro,"Supertrend, RSI_Oversold, MACD_Cross",114,15.79,-5.06,0.01,0.07
BNBUSDT,15m,112,RSI_MACD_Combo,"RSI_Oversold, MACD_Cross, Supertrend",114,15.79,-5.06,0.01,0.07
BNBUSDT,15m,2,MACD_Supertrend_Combo,"MACD_Cross, Supertrend, ADX_Trend",114,15.79,-5.06,0.01,0.07
BNBUSDT,15m,14,Dual_Confirmation,"MACD_Cross, RSI_Oversold, Supertrend",114,15.79,-5.06,0.01,0.07
BNBUSDT,15m,44,MACD_Zero_Cross,"MACD_Cross, EMA_Cross, Supertrend",114,15.79,-5.06,0.01,0.07
BNBUSDT,15m,80,Supertrend_Momentum,"Supertrend, EMA_Cross, MACD_Cross",114,15.79,-5.06,0.01,0.07
BNBUSDT,15m,52,MACD_Histogram_Trade,"MACD_Cross, RSI_Oversold, VWAP",115,16.52,-5.08,0.01,0.07
XRPUSDT,1h,1,EMA_RSI_Momentum,"EMA_Cross, RSI_Oversold, Trend_MA50",61,16.39,-5.09,0.008,0.06
XRPUSDT,1h,78,Volume_Profile,"Volume_Spike, VWAP, Breakout_20",31,19.35,-5.1,0.015,0.09
XRPUSDT,1h,41,VWAP_Break_Through,"VWAP, Breakout_20, Volume_Spike",31,19.35,-5.1,0.015,0.09
BNBUSDT,15m,93,MACD_Cross_Pro,"MACD_Cross, EMA_Cross, Volume_Spike",105,16.19,-5.14,0.01,0.07
ETHUSDT,1h,138,BB_EMA_Pro,"BB_Lower, EMA_Cross, VWAP",298,18.79,-5.14,0.01,0.07
ETHUSDT,1h,128,BB_VWAP_Strategy,"BB_Lower, VWAP, EMA_Cross",298,18.79,-5.14,0.01,0.07
ETHUSDT,15m,47,Volume_Weighted_Entry,"Volume_Spike, VWAP, EMA_Cross",160,15,-5.19,0.01,0.07
ETHUSDT,4h,138,BB_EMA_Pro,"BB_Lower, EMA_Cross, VWAP",190,22.11,-5.25,0.01,0.07
ETHUSDT,4h,128,BB_VWAP_Strategy,"BB_Lower, VWAP, EMA_Cross",190,22.11,-5.25,0.01,0.07
XRPUSDT,1h,198,BB_VWAP_ADX,"BB_Lower, VWAP, ADX_Trend, EMA_Cross",34,17.65,-5.26,0.015,0.09
SOLUSDT,1h,186,VWAP_Break_Entry,"VWAP, Breakout_20, ADX_Trend, RSI_Oversold",21,19.05,-5.27,0.018,0.1
ETHUSDT,1h,77,MACD_Confirmation,"MACD_Cross, Supertrend, ADX_Trend",260,19.62,-5.28,0.012,0.08
ETHUSDT,1h,123,MACD_Supertrend,"MACD_Cross, Supertrend, VWAP",260,19.62,-5.28,0.012,0.08
ETHUSDT,1h,139,Stochastic_MACD,"Stochastic, MACD_Cross, Supertrend",260,19.62,-5.28,0.012,0.08
ETHUSDT,1h,143,MACD_BB_Strategy,"MACD_Cross, BB_Lower, Supertrend",260,19.62,-5.28,0.012,0.08
ETHUSDT,1h,26,ADX_Strength_Entry,"ADX_Trend, EMA_Cross, Supertrend",260,19.62,-5.28,0.012,0.08
ETHUSDT,1h,61,EMA_Cross_Trend,"EMA_Cross, ADX_Trend, Supertrend",260,19.62,-5.28,0.012,0.08
ETHUSDT,1h,54,Supertrend_VWAP_Combo,"Supertrend, VWAP, EMA_Cross",260,19.62,-5.28,0.012,0.08
ETHUSDT,1h,114,Supertrend_ADX,"Supertrend, ADX_Trend, Trend_MA50",260,19.62,-5.28,0.012,0.08
